s,DialogId,turn,Type,ID,text,label,persuasion,Topic,source
177,1513639914730098691,1,CN,1513651141678088194," Either wanna Fuck you or Kill You,90% of the time it’s Kill You",1,reasons,Other,ContextCounter
862,1435811626322587650,0,HS,1435811626322587650,I fucking hate Jews #jewish,0,reasons,Religious,ContextCounter
863,1435811626322587650,1,CN,1436470271960129539," WTH have we ever done to you?
Did one of us flush you down a toilet, turdlet?",1,reasons,Religious,ContextCounter
1541,1192443510080917504,0,HS,1192443510080917504,"I’m an Antisemite not because I hate Jewish people, or think of them differently to anyone else, but because I speak out when things are unfair, sly or mendacious - whatever the occasion, race, religion or political basis.",0,reasons,Religious,ContextCounter
1542,1192443510080917504,1,CN,1192444888039772162," ""Sly"" or ""mendacious"" huh? What made you choose those words?",1,reasons,Religious,ContextCounter
110,1400243504031404033,0,HS,1400243504031404033, I believe that my post did not imply that I don’t like gays. I aim to open up the conversation more to include a wider definition of homophobe. You can love people without approving of their lifestyle or beliefs. 💜 I love you and all the vros.,0,reasons,Sexism,ContextCounter
111,1400243504031404033,1,CN,1400255544221335556," I didn't mean you specifically. 
Was just trying to clarify the definition. 😊
I'm not from a religious upbringing so I don't get when ppl say ""I can love but not approve of"". That doesn't make any sense to me. 
Point is, u don't have to approve or not approve, just let ppl be.",1,reasons,Sexism,ContextCounter
112,1400243504031404033,2,CN,1400245897238388742,  I felt this thread on a deep level because my middle child just came out as trans and his older brother is having a very hard time adapting. He's 21 and has never been homophobic in any sense of the word. This has been a huge adjustment for my family and using that word can be,1,reasons,Sexism,ContextCounter
1075,1149858162696228866,0,HS,1149858162696228866,I hate nigger       ,0,None,Racism,ContextCounter
1076,1149858162696228866,1,CN,1149866941714194442,"       Listen here you fucking weak chined,   hunched backed mudmare. 

No one is even gonna take you seriously with all them numbers in your name looking like a damn Windows 10 product key. https://t.co/Kp9Tr8eY6d",1,reasons,Racism,ContextCounter
88,1373300040383467522,0,HS,1373300040383467522, How could they do this is why I hate Indian people,0,reasons,Racism,ContextCounter
89,1373300040383467522,1,CN,1373300191101526018, I'm Indian and that guy is targeting me?,1,reasons,Racism,ContextCounter
1006,1374197416618983431,0,HS,1374197416618983431,"I’m sick of men talking about women in this situation; how much they care about women, how we should have the same opportunities blah blah. No shit. 
I want to hear  talk about men. I want to hear him talk TO men about what they’re all going to DO about it.",0,reasons,Sexism,ContextCounter
1007,1374197416618983431,1,CN,1374383527769174028,"   Polly, what you are forgetting most men agree with you. Most men are disgusted what has happened. Most men respect woman. I have one solution, let’s bring up kids better, so they don’t turn into these monsters.",1,emotions,Sexism,ContextCounter
814,1367147850497482762,0,HS,1367147850497482762,"No. I'm tired of seeing the same story over and over again. I'm sick of lgbt+ characters being killed. We shouldn't settle, we should fight back! We can do it. What are we all here for? Ons manga can make a difference😼 #Seraphofthe100 #ミカ優 #MikaYuu https://t.co/GyeIBqq2Cs",0,reasons,Sexism,ContextCounter
815,1367147850497482762,1,CN,1367148393408118791," I don't think this would be the same like killing an lgbt+ character. Many are dying here, it's not only him u_u If it was just him for being gay, then I would be mad (ok I would be mad anyway xD) #Seraphofthe100",1,emotions,Sexism,ContextCounter
75,1368995941722816515,0,HS,1368995941722816515,"Bari Weiss and Ben Shapiro are arguing ""that people who choose to share antisemitic speech 𝘢𝘯𝘥 𝘸𝘩𝘰 𝘥𝘰𝘶𝘣𝘭𝘦 𝘥𝘰𝘸𝘯 𝘸𝘩𝘦𝘯 𝘤𝘰𝘯𝘧𝘳𝘰𝘯𝘵𝘦𝘥 should be held blameless unless they say, specifically, 'I hate Jewish people' or the equivalent."" https://t.co/jlSveqSGaz",0,reasons,Religious,ContextCounter
76,1368995941722816515,1,CN,1369012338016329736, I remember Bari Weiss being very upset with  even though she never said ‘I hate Jewish people’. Does Bari have a different standard for Muslims?,1,emotions,Religious,ContextCounter
865,1366789680931368963,0,HS,1366789680931368963,The fact she posted this thinking she did something and is proud of wanting to invade his privacy and actually considered it. I’m so sick of white people https://t.co/NvJZwSX6cg,0,reasons,Racism,ContextCounter
866,1366789680931368963,1,CN,1366793572196909056, and after they were like yall calling me out like you wouldnt do it too and like no??????,1,emotions,Racism,ContextCounter
1078,1240315864714547203,0,HS,1240315864714547203,"Scientists: COVID-19

: Chinese Virus

This is the problem in a nutshell, and still he cannot see it. A fucking idiot even as the ship bounces off the bottom and cracks open.",0,reasons,Other,ContextCounter
1079,1240315864714547203,1,CN,1240317065367519234,  It’s the Coronavirus. Why does the president have to label it to a certain group of people?? Such a Trump move,1,reasons,Other,ContextCounter
82,1543357944040914950,0,HS,1543357944040914950,I fucking hate men bruh like literally a fucking CURSE to be attracted to them,0,reasons,Racism,ContextCounter
83,1543357944040914950,1,CN,1543386224240590852," Sorry for what your going through, a lot of certain males just shouldn't walk the planet",1,emotions,Racism,ContextCounter
1039,1270138296941842432,0,HS,1270138296941842432,"I’m sick of hearing about George Floyd.

I’m sick of hearing how bad and racist America is.

I’m sick of white people apologizing to strangers for nothing.

I’m sick of Lebron James playing leftist activist when he knows none of the facts.

I’m sick of people hating on Trump.",0,reasons,Racism,ContextCounter
1040,1270138296941842432,1,CN,1270153009259933696,  Chicago sees its deadliest day in 60 years with 18 murders in 24 hours. Phony #BLM protests are not about minorities.,1,emotions,Racism,ContextCounter
1208,1391867814101753860,0,HS,1391867814101753860,I hate Mexican twitter sometime fr https://t.co/ydkwztgskv,0,reasons,Racism,ContextCounter
1209,1391867814101753860,1,CN,1391908581591683074, I don’t get it Lmfaoo . What that gotta do with Mexican ???,1,reasons,Racism,ContextCounter
1066,1293607038648487938,0,HS,1293607038648487938,on my way to fuck your bitch. https://t.co/SS8t8ecXoR,0,reasons,Racism,ContextCounter
1067,1293607038648487938,1,CN,1294280209328373760, You look like my grandad on his electric bike,1,reasons,Racism,ContextCounter
1068,1293607038648487938,2,CN,1293629551327805440, on your way to another prelim fight in bellator???,1,reasons,Racism,ContextCounter
107,1541268962230603777,0,HS,1541268962230603777, Usually I don't like straight people but this is a BANGER,0,reasons,Sexism,ContextCounter
108,1541268962230603777,1,CN,1541367726458945537,"  Straightphobic rn 🤨
You want war against half the population??",1,reasons,Sexism,ContextCounter
109,1541268962230603777,2,CN,1541318567198527488,  What does being straight or not have to do with it?,1,emotions,Sexism,ContextCounter
977,1401132918311845891,0,HS,1401132918311845891,and the joke he was taling about... that's so off like tanga ka ba or what???? THIS IS WHY I DESPISE MEN SO MUCH,0,reasons,Sexism,ContextCounter
978,1401132918311845891,1,CN,1401133590843314179, Ako yung nahihiya. Please don’t generalize all male blooms huhu pero I do really understand your sentiment.,1,reasons,Sexism,ContextCounter
980,1401132918311845891,3,CN,1401134710391140354," sorry fanboy here not all men are like that,although it's so cringe he said that😭that's why I left the moment I find him cringy",1,reasons,Sexism,ContextCounter
590,230142312414605312,0,HS,230142312414605312,I despise China...,0,reasons,Religious,ContextCounter
591,230142312414605312,1,CN,230142928511717376, woah now... are you saying that cause they're asian? ... or just CHINA china.? -.-,1,emotions,Religious,ContextCounter
384,983084022614994944,0,HS,983084022614994944,"I’m sick of female #sexwork abolitionists who say they want to “save” us

Can we get real for a minute? Lady- you don’t want to save me

You hate me
You want me dead
You’re jealous of me
You despise me
You caught your partner w/ me
(Insert your own explanation)
#SESTA #FOSTA",0,reasons,Racism,ContextCounter
385,983084022614994944,1,CN,984683331852759040, I don't hate you at all. I just wish you'll get a more respectful job. And I mean that in all sincerity.,1,emotions,Racism,ContextCounter
1197,1417584943274893314,0,HS,1417584943274893314," Not a homophobic but…….. I don’t like lgbt. It makes no sense.
If someone comes out to me I’d be like “ok cool, that’s the way you want to go. Fine by me” I know tons of gay and lesbian people but the whole lgbt thing, it annoys me. 
Can anyone understand at all?",0,reasons,Sexism,ContextCounter
1198,1417584943274893314,1,CN,1421708639610445830,"  People don't decide to be gay, That's not how it works

You didn't decide to be straight did you? You just like the opposite sex and even if U forced yourself to be with the same sex for some reason U would not be attracted to them

It's the same for us but opposite",1,reasons,Sexism,ContextCounter
